Retort_Temperature,Holding_Time,F0,Storage_Temperature,Storage_Day,pH,PV,TPC,O2,CO2,Moisture_Content,L_Value,a_Value,b_Value,Shelf_Life_Remaining
126.0,28.5,19.46,34.9,33.2,4.67,0.8,3.73,1.42,1.19,40.9,48.4,9.0,11.9,26.1
119.6,17.2,12.5,33.9,39.3,5.55,4.59,4.5,9.52,5.49,75.9,79.8,7.5,28.8,30.9
129.3,36.1,18.11,14.4,6.0,6.54,4.47,0.4,7.43,0.36,77.0,42.5,5.5,8.7,107.5
128.5,24.6,19.57,12.0,8.0,4.19,1.68,0.62,1.25,13.29,44.0,36.9,2.9,19.4,118.0
118.1,20.4,10.35,25.0,47.7,4.96,1.1,3.09,18.72,7.18,38.3,56.3,-1.9,21.0,30.3
124.2,31.7,28.32,8.9,1.5,4.89,1.52,0.84,11.32,3.22,43.3,38.6,17.5,8.5,89.3
120.8,16.9,27.77,26.2,40.9,5.61,3.82,4.03,1.86,9.25,73.8,69.6,8.5,7.2,20.4
116.1,19.5,18.27,9.1,3.3,5.52,4.2,0.89,3.66,12.49,56.3,36.0,-6.8,24.3,112.8
116.5,13.9,29.42,21.1,29.4,5.87,2.34,1.13,8.72,13.14,66.1,60.0,-0.5,3.0,61.4
111.3,35.2,32.6,6.6,0.7,6.9,7.22,0.15,0.7,9.89,58.5,54.6,4.1,15.8,95.0
115.2,39.7,13.41,16.6,25.2,4.57,2.09,1.48,5.14,7.91,35.9,54.9,13.0,18.3,46.7
112.7,18.6,25.11,16.3,18.3,5.97,3.46,2.46,2.08,14.98,58.0,53.5,8.6,2.8,69.6
123.9,37.7,27.58,18.7,17.7,5.56,2.01,1.54,18.22,11.08,26.6,37.1,-4.1,1.2,47.8
129.0,38.0,26.61,37.3,112.6,6.25,8.5,8.23,2.36,19.67,32.2,66.6,6.2,14.7,9.4
116.9,15.5,38.89,33.5,35.7,6.88,7.86,2.84,15.37,0.5,76.6,58.6,15.1,17.8,25.0
127.9,17.5,37.63,15.7,27.9,4.47,4.67,2.44,13.27,7.96,74.6,62.4,3.0,10.4,55.1
129.7,33.4,13.31,42.5,103.8,4.87,8.58,8.45,2.78,22.46,55.3,34.7,5.7,28.8,4.5
128.3,36.9,11.91,44.2,102.7,5.61,8.32,9.64,1.95,24.23,20.7,32.3,2.4,2.8,2.9
116.4,30.7,24.94,16.7,14.5,6.11,2.11,2.34,8.22,4.84,26.0,49.2,-7.8,21.1,64.0
126.5,12.3,39.78,4.9,8.7,5.21,5.22,0.74,18.58,3.79,62.0,41.6,14.4,15.3,94.8
113.9,39.8,28.21,12.9,0.3,6.11,5.01,0.63,13.34,7.39,53.4,57.5,10.7,29.2,91.4
128.8,34.5,34.87,35.6,119.3,5.49,8.73,11.79,2.0,19.26,53.1,76.0,-6.9,27.9,6.2
117.2,23.1,27.67,29.8,50.5,5.88,3.66,3.35,15.22,2.57,74.2,32.7,1.8,17.5,31.7
112.4,32.3,18.22,24.9,18.2,6.37,3.51,1.27,19.72,5.23,31.8,53.8,16.2,25.5,70.0
128.9,26.7,11.34,16.6,27.8,5.24,5.53,1.0,12.6,4.47,33.3,64.1,13.9,28.0,47.7
119.7,34.2,20.21,5.5,9.1,6.0,2.89,0.59,1.14,2.4,27.5,30.5,5.1,25.2,104.4
122.3,36.6,31.92,29.8,55.4,4.61,6.65,4.42,13.98,7.03,48.0,33.2,18.3,14.7,25.5
111.2,38.9,21.85,11.0,7.2,6.26,1.41,0.52,3.51,4.6,22.9,59.8,-8.4,23.3,96.4
113.5,21.9,36.21,30.7,40.7,6.41,0.2,2.72,2.92,0.3,29.1,52.9,4.3,13.5,23.4
126.3,27.9,24.71,26.3,53.5,6.66,7.89,3.02,3.0,9.66,27.2,43.2,-5.3,17.6,29.0
120.9,18.8,36.78,27.2,50.1,5.46,2.51,3.81,10.74,12.87,76.3,33.7,-2.9,17.0,21.9
116.8,10.5,30.48,9.2,1.7,5.01,6.09,0.2,14.12,9.09,79.8,50.7,-0.2,14.1,109.6
116.7,34.6,32.0,19.2,15.8,6.22,0.63,1.54,1.17,10.78,69.7,56.2,-6.1,13.2,69.8
111.7,30.6,24.63,5.9,6.2,4.98,0.63,0.38,4.75,6.41,25.9,46.0,2.8,2.3,103.3
126.9,19.9,12.6,25.6,31.2,6.12,4.01,3.86,9.36,2.74,45.8,79.4,-0.7,15.8,24.4
128.0,20.7,23.49,42.0,97.1,4.89,5.3,10.34,2.29,19.52,62.2,34.0,6.4,17.2,3.2
113.7,30.2,25.89,19.5,13.8,6.23,4.08,2.4,6.76,3.84,44.6,40.3,2.3,25.8,53.0
110.1,11.0,36.72,41.1,102.9,4.25,8.05,9.52,0.54,22.59,70.4,44.6,-9.5,26.0,0.1
112.0,35.1,22.87,27.8,42.9,4.45,5.78,4.17,16.59,10.38,71.7,64.0,6.8,27.3,31.3
117.9,24.1,31.68,5.3,0.3,4.45,5.54,0.4,15.21,3.45,76.8,47.3,2.2,19.3,95.3
128.8,35.6,19.57,34.9,33.4,5.99,3.19,3.97,3.88,2.84,45.7,30.4,7.6,15.7,27.3
118.6,17.2,38.99,5.6,6.7,6.19,4.07,0.26,3.9,12.52,21.3,33.7,8.4,7.2,87.9
120.3,13.4,14.22,13.3,2.7,6.88,0.27,0.18,5.13,4.08,72.3,60.2,8.5,8.2,107.1
118.9,24.9,25.75,24.2,26.1,5.35,2.73,1.39,1.56,1.88,62.2,47.8,-1.6,13.2,62.3
112.1,27.6,16.63,23.7,27.6,5.53,3.36,2.11,11.29,4.41,52.3,42.0,7.5,17.7,65.3
115.4,20.1,38.11,19.1,17.6,4.52,0.14,1.96,4.16,10.73,46.5,71.7,17.7,18.2,68.7
123.0,33.2,18.89,40.7,109.0,5.07,6.8,11.92,2.98,15.74,31.5,76.2,1.0,11.9,2.5
129.8,12.2,10.45,22.0,17.1,4.81,5.7,2.22,18.08,5.1,76.3,56.6,11.8,2.7,46.7
120.6,37.8,21.04,44.5,100.2,6.68,8.43,9.38,2.15,15.05,25.7,68.3,1.5,17.3,9.2
127.3,26.5,34.43,25.7,32.3,5.98,7.54,2.83,10.75,9.12,68.6,64.8,3.8,26.8,18.3
110.1,39.6,38.13,25.7,41.7,5.92,2.85,3.29,2.74,7.29,21.6,55.3,7.5,11.5,30.9
128.9,31.2,11.6,36.4,116.3,5.28,8.19,9.34,0.95,17.35,64.6,47.1,5.7,2.4,6.3
124.3,35.9,18.57,27.8,46.1,4.29,6.17,3.11,14.82,5.72,33.0,68.9,6.3,21.2,24.4
112.1,10.8,14.18,9.1,3.8,5.44,6.72,0.6,9.66,13.03,36.8,51.1,-7.8,6.5,85.3
118.3,14.5,14.2,5.0,1.8,5.97,2.3,0.13,0.81,12.01,53.9,57.8,6.4,13.8,118.8
118.4,17.9,35.84,28.6,31.8,4.76,1.71,3.99,4.37,13.22,57.4,62.4,19.3,19.0,23.1
124.4,39.5,30.81,15.8,27.1,6.56,1.76,1.7,5.37,4.32,76.2,73.7,1.0,20.3,58.1
115.8,37.7,12.24,38.3,114.6,5.18,8.57,8.69,2.81,20.41,31.6,55.3,-9.0,9.4,1.4
127.0,18.6,36.85,44.4,114.5,5.11,7.69,9.83,0.78,20.08,61.9,78.5,7.0,0.2,7.0
129.8,15.5,12.13,7.1,6.6,5.94,7.66,0.17,9.1,0.49,22.5,40.3,19.0,28.5,110.0
118.1,22.9,30.96,43.5,95.3,6.13,5.0,11.81,2.57,22.36,38.3,73.1,3.0,22.7,9.0
127.5,15.2,29.28,27.4,30.4,5.05,0.35,3.8,9.44,11.43,41.8,74.5,17.8,10.8,29.7
111.3,35.1,38.97,16.5,13.1,5.24,5.27,1.47,16.28,5.69,65.0,65.5,-2.7,1.0,47.1
114.4,35.5,19.29,37.7,97.9,6.67,7.37,9.55,1.93,24.85,49.9,53.9,-2.9,16.3,2.8
113.6,11.4,34.93,30.8,52.5,6.44,1.58,3.56,10.85,4.56,29.2,75.8,6.7,13.2,22.8
124.7,23.2,16.1,4.7,6.9,5.55,3.49,0.74,11.14,3.17,24.8,35.5,3.7,22.6,118.4
110.4,31.8,23.3,12.3,7.4,6.85,2.89,0.53,0.78,4.32,59.9,61.3,-9.2,1.6,92.4
129.4,17.8,18.86,7.6,7.4,4.8,5.33,0.97,16.54,1.54,72.5,76.7,-0.0,0.7,109.4
116.6,14.2,34.49,21.3,20.7,6.11,7.37,1.65,18.55,0.29,31.2,58.9,1.8,8.2,49.9
122.5,10.7,21.82,24.8,24.9,6.28,3.71,1.25,1.68,3.99,78.3,62.5,-0.2,8.5,70.2
118.8,30.5,27.42,38.0,103.3,5.99,6.41,9.55,1.54,19.23,27.4,70.9,3.8,21.3,9.1
114.2,26.8,21.53,10.7,2.9,6.94,7.42,0.22,16.18,10.93,24.8,35.3,7.8,10.6,96.2
127.1,23.9,17.05,29.0,38.2,6.17,2.66,2.99,2.69,3.39,58.3,58.8,9.4,11.4,24.8
111.2,32.0,13.13,14.2,1.1,5.08,2.36,0.89,19.92,8.2,59.0,73.1,-7.6,5.8,106.4
113.2,31.3,19.11,24.3,28.0,5.27,2.64,2.23,10.44,11.74,21.7,55.3,10.9,14.1,72.4
111.1,34.7,38.76,37.2,105.4,5.66,8.8,11.85,0.71,20.41,61.4,44.6,-9.3,29.9,6.8
113.5,28.8,14.0,34.5,48.8,4.24,1.15,2.95,10.87,7.05,72.0,45.0,18.1,16.3,20.4
117.9,24.9,32.55,43.8,101.6,5.59,6.06,9.81,1.3,22.27,28.5,37.0,19.5,24.4,0.9
116.1,19.4,38.46,18.0,13.7,4.07,6.78,2.15,0.0,10.36,60.6,77.7,-7.9,25.8,69.6
126.5,29.1,20.09,37.7,108.6,4.48,8.68,10.67,0.44,15.88,59.5,68.9,8.7,17.4,7.5
114.2,11.7,17.23,20.2,17.5,6.69,0.8,1.78,7.0,4.28,22.3,44.4,12.7,2.7,65.5
127.9,25.3,17.41,32.7,47.4,6.92,1.0,4.01,16.21,11.45,32.4,54.2,12.4,29.2,23.2
125.3,11.6,14.62,7.9,5.8,5.7,6.34,0.51,9.17,6.27,78.3,78.8,12.1,25.3,93.5
124.2,37.0,38.62,27.9,44.6,6.1,4.24,3.05,16.71,0.72,40.5,72.8,-7.6,24.4,21.1
112.3,23.5,11.98,15.8,15.9,6.58,4.66,1.76,3.65,12.14,79.0,79.7,10.9,28.2,69.8
115.1,11.3,35.18,16.0,11.0,5.47,0.25,2.4,11.04,8.17,60.4,64.1,18.8,15.4,67.9
119.7,13.4,30.63,34.5,56.5,6.59,3.75,4.09,16.72,8.79,22.7,42.2,12.6,17.2,33.2
127.9,18.4,25.49,23.7,24.3,5.94,6.94,1.11,7.56,13.77,50.2,30.9,4.2,22.2,48.9
126.0,23.0,21.34,27.1,52.8,6.53,7.87,4.21,2.51,1.05,32.7,72.5,-8.9,18.1,19.9
127.0,38.2,27.73,24.4,11.5,5.51,7.82,1.8,1.0,4.6,73.4,59.5,7.6,10.5,68.0
110.2,15.0,27.21,12.2,8.7,4.61,4.88,0.56,17.41,11.4,70.3,63.8,-2.5,7.0,114.8
128.7,28.5,21.54,13.4,8.5,6.87,3.52,0.82,16.51,13.54,26.2,58.9,-5.6,3.9,89.9
123.4,29.5,29.16,41.2,110.6,5.4,9.53,10.9,1.24,15.42,62.4,62.4,-2.8,4.8,2.6
125.9,26.0,11.16,17.4,16.9,6.36,5.82,2.36,6.59,5.13,27.1,61.5,5.9,25.6,72.2
124.8,34.5,37.58,37.8,96.7,5.01,7.28,8.25,1.85,21.47,39.2,46.3,-3.4,26.3,1.7
123.8,15.2,16.32,9.9,8.6,6.3,6.76,0.25,7.96,5.95,51.1,30.0,-3.9,19.2,112.9
124.1,15.5,13.3,29.5,30.4,4.56,3.04,4.1,9.04,6.02,76.5,70.5,-4.4,2.3,19.7
126.2,38.2,13.89,42.3,119.0,6.26,7.49,8.8,0.32,15.55,60.3,75.6,2.5,28.3,6.9
124.8,35.1,34.68,23.0,22.6,4.26,6.49,1.42,5.73,13.15,75.5,30.7,-6.4,20.8,46.7
126.5,12.8,21.99,26.6,45.3,5.07,5.26,4.47,10.49,11.16,56.9,35.6,15.7,10.1,18.9
112.8,36.9,10.81,40.5,102.3,6.69,5.47,9.75,0.06,18.88,79.4,78.1,-3.3,29.9,9.9
122.3,36.2,25.61,5.4,5.1,6.84,1.34,0.88,8.86,13.93,77.0,32.2,-3.2,29.2,100.2
117.2,13.4,18.1,27.7,32.1,5.66,2.51,4.15,15.74,10.33,75.2,42.5,4.4,3.3,22.5
112.3,34.4,27.73,38.9,103.8,5.39,6.83,10.24,2.85,23.18,63.3,39.2,10.4,12.4,1.0
125.1,32.8,34.67,5.8,2.3,4.87,6.46,0.49,12.45,7.54,59.5,36.0,-7.4,6.7,99.6
127.6,20.1,18.95,25.1,43.6,6.75,5.68,3.81,9.15,0.54,44.5,31.8,1.7,24.4,22.1
121.0,21.1,36.47,34.4,38.5,5.28,7.12,2.85,13.66,7.31,25.7,48.8,-1.1,25.6,18.8
114.9,36.9,33.58,41.0,108.2,6.78,7.0,8.2,0.67,23.57,31.2,72.4,2.6,26.7,7.3
118.1,35.2,21.07,12.2,3.6,5.04,0.22,0.25,12.72,1.78,52.7,36.5,-1.2,17.1,107.3
122.3,10.9,29.37,39.8,112.1,6.53,6.17,9.0,1.5,21.25,44.4,53.6,5.7,23.9,7.3
129.6,37.5,13.69,14.9,7.9,6.08,5.0,0.94,17.7,10.39,23.6,69.8,1.3,1.2,97.5
125.5,14.5,37.44,36.9,102.2,5.11,5.0,11.86,1.2,24.72,24.4,67.0,17.8,23.8,8.9
121.3,35.2,18.25,22.8,20.8,5.66,4.25,1.25,1.42,13.89,79.5,61.1,8.8,4.5,50.6
111.2,38.7,35.37,10.4,2.7,5.73,2.06,0.22,17.26,2.73,35.1,68.2,-6.4,10.4,116.4
118.5,32.6,36.29,33.4,37.7,5.06,3.39,2.71,10.26,4.89,23.3,48.0,0.3,10.1,25.7
130.0,14.7,13.93,25.9,54.4,6.1,6.7,3.62,20.0,12.51,44.1,79.0,0.3,20.4,31.5
111.2,16.5,17.21,42.8,106.2,4.0,8.1,9.72,2.08,23.8,53.1,38.4,-9.5,25.2,5.0
116.7,39.8,38.54,41.3,95.8,6.56,6.73,10.43,1.62,20.62,55.2,75.5,3.3,3.5,0.8
116.7,38.0,26.72,32.1,33.3,5.14,7.62,2.92,0.37,11.48,68.9,34.2,6.7,10.4,31.1
119.2,37.7,12.75,38.2,103.7,4.96,5.47,10.45,2.04,21.18,50.1,73.2,-2.7,29.1,8.3
126.6,26.6,37.88,40.9,111.1,5.3,5.55,9.87,0.28,15.97,48.9,40.6,6.8,7.0,0.9
